Lake,Date,Collector,Depth,Device,Measurement,Value,Units,Comment,Flag,QC
Deming,6/19/19,Elizabeth Swanner,8,iCap-Q,Dissolved Europium,0.001,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,9,iCap-Q,Dissolved Europium,0.0003,microgramsPerLiter,,BQL,0.0003
Deming,6/19/19,Elizabeth Swanner,10,iCap-Q,Dissolved Europium,0.0003,microgramsPerLiter,,BQL,0.0003
Deming,6/19/19,Elizabeth Swanner,11,iCap-Q,Dissolved Europium,0.0035,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,12,iCap-Q,Dissolved Europium,0.0081,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,13,iCap-Q,Dissolved Europium,0.0166,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,14,iCap-Q,Dissolved Europium,0.0228,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,15,iCap-Q,Dissolved Europium,0.0253,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,16,iCap-Q,Dissolved Europium,0.0274,microgramsPerLiter,,,0.0003
Arco,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Europium,0.0002,microgramsPerLiter,,BQL,0.0003
Arco,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Europium,0.0029,microgramsPerLiter,,,0.0003
Budd,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Europium,0.0029,microgramsPerLiter,,,0.0003
Budd,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Europium,0.0073,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,1,iCap-Q,Dissolved Gadolinium,0.001,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,2,iCap-Q,Dissolved Gadolinium,0.001,microgramsPerLiter,,BQL,0.001
Deming,6/19/19,Elizabeth Swanner,3,iCap-Q,Dissolved Gadolinium,0.001,microgramsPerLiter,,BQL,0.001
Deming,6/19/19,Elizabeth Swanner,4,iCap-Q,Dissolved Gadolinium,0.002,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,5,iCap-Q,Dissolved Gadolinium,0.001,microgramsPerLiter,,BQL,0.001
Deming,6/19/19,Elizabeth Swanner,6,iCap-Q,Dissolved Gadolinium,0.002,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,7,iCap-Q,Dissolved Gadolinium,0.002,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,8,iCap-Q,Dissolved Gadolinium,0.003,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,9,iCap-Q,Dissolved Gadolinium,0.005,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,10,iCap-Q,Dissolved Gadolinium,0.007,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,11,iCap-Q,Dissolved Gadolinium,0.012,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,12,iCap-Q,Dissolved Gadolinium,0.026,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,13,iCap-Q,Dissolved Gadolinium,0.052,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,14,iCap-Q,Dissolved Gadolinium,0.075,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,15,iCap-Q,Dissolved Gadolinium,0.083,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,16,iCap-Q,Dissolved Gadolinium,0.087,microgramsPerLiter,,,0.001
Arco,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Gadolinium,0.001,microgramsPerLiter,,BQL,0.001
Arco,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Gadolinium,0.01,microgramsPerLiter,,,0.001
Budd,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Gadolinium,0.012,microgramsPerLiter,,,0.001
Budd,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Gadolinium,0.028,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,1,iCap-Q,Dissolved Terbium,0.0004,microgramsPerLiter,,BQL,0.0004
Deming,6/19/19,Elizabeth Swanner,2,iCap-Q,Dissolved Terbium,0.0004,microgramsPerLiter,,BQL,0.0004
Deming,6/19/19,Elizabeth Swanner,3,iCap-Q,Dissolved Terbium,0.0004,microgramsPerLiter,,BQL,0.0004
Deming,6/19/19,Elizabeth Swanner,4,iCap-Q,Dissolved Terbium,0.0004,microgramsPerLiter,,BQL,0.0004
Deming,6/19/19,Elizabeth Swanner,5,iCap-Q,Dissolved Terbium,0.0004,microgramsPerLiter,,BQL,0.0004
Deming,6/19/19,Elizabeth Swanner,6,iCap-Q,Dissolved Terbium,0.0004,microgramsPerLiter,,BQL,0.0004
Deming,6/19/19,Elizabeth Swanner,7,iCap-Q,Dissolved Terbium,0.0004,microgramsPerLiter,,BQL,0.0004
Deming,6/19/19,Elizabeth Swanner,8,iCap-Q,Dissolved Terbium,0.0005,microgramsPerLiter,,,0.0004
Deming,6/19/19,Elizabeth Swanner,9,iCap-Q,Dissolved Terbium,0.0008,microgramsPerLiter,,,0.0004
Deming,6/19/19,Elizabeth Swanner,10,iCap-Q,Dissolved Terbium,0.0009,microgramsPerLiter,,,0.0004
Deming,6/19/19,Elizabeth Swanner,11,iCap-Q,Dissolved Terbium,0.0019,microgramsPerLiter,,,0.0004
Deming,6/19/19,Elizabeth Swanner,12,iCap-Q,Dissolved Terbium,0.004,microgramsPerLiter,,,0.0004
Deming,6/19/19,Elizabeth Swanner,13,iCap-Q,Dissolved Terbium,0.0076,microgramsPerLiter,,,0.0004
Deming,6/19/19,Elizabeth Swanner,14,iCap-Q,Dissolved Terbium,0.0101,microgramsPerLiter,,,0.0004
Deming,6/19/19,Elizabeth Swanner,15,iCap-Q,Dissolved Terbium,0.0115,microgramsPerLiter,,,0.0004
Deming,6/19/19,Elizabeth Swanner,16,iCap-Q,Dissolved Terbium,0.0121,microgramsPerLiter,,,0.0004
Arco,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Terbium,0.0001,microgramsPerLiter,,,0.0004
Arco,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Terbium,0.0015,microgramsPerLiter,,,0.0004
Budd,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Terbium,0.0016,microgramsPerLiter,,,0.0004
Budd,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Terbium,0.0035,microgramsPerLiter,,,0.0004
Deming,6/19/19,Elizabeth Swanner,1,iCap-Q,Dissolved Dysprosium,0.0007,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,2,iCap-Q,Dissolved Dysprosium,0.0007,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,3,iCap-Q,Dissolved Dysprosium,0.0006,microgramsPerLiter,,BQL,0.0006
Deming,6/19/19,Elizabeth Swanner,4,iCap-Q,Dissolved Dysprosium,0.001,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,5,iCap-Q,Dissolved Dysprosium,0.0009,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,6,iCap-Q,Dissolved Dysprosium,0.0019,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,7,iCap-Q,Dissolved Dysprosium,0.0022,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,8,iCap-Q,Dissolved Dysprosium,0.0031,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,9,iCap-Q,Dissolved Dysprosium,0.0048,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,10,iCap-Q,Dissolved Dysprosium,0.0064,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,11,iCap-Q,Dissolved Dysprosium,0.0116,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,12,iCap-Q,Dissolved Dysprosium,0.0272,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,13,iCap-Q,Dissolved Dysprosium,0.0493,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,14,iCap-Q,Dissolved Dysprosium,0.0656,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,15,iCap-Q,Dissolved Dysprosium,0.0738,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,16,iCap-Q,Dissolved Dysprosium,0.0768,microgramsPerLiter,,,0.0006
Arco,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Dysprosium,0.0005,microgramsPerLiter,,,0.0006
Arco,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Dysprosium,0.009,microgramsPerLiter,,,0.0006
Budd,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Dysprosium,0.0098,microgramsPerLiter,,,0.0006
Budd,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Dysprosium,0.0197,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,1,iCap-Q,Dissolved Holmium,0.0003,microgramsPerLiter,,BQL,0.0003
Deming,6/19/19,Elizabeth Swanner,2,iCap-Q,Dissolved Holmium,0.0003,microgramsPerLiter,,BQL,0.0003
Deming,6/19/19,Elizabeth Swanner,3,iCap-Q,Dissolved Holmium,0.0003,microgramsPerLiter,,BQL,0.0003
Deming,6/19/19,Elizabeth Swanner,4,iCap-Q,Dissolved Holmium,0.0003,microgramsPerLiter,,BQL,0.0003
Deming,6/19/19,Elizabeth Swanner,5,iCap-Q,Dissolved Holmium,0.0003,microgramsPerLiter,,BQL,0.0003
Deming,6/19/19,Elizabeth Swanner,6,iCap-Q,Dissolved Holmium,0.0003,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,7,iCap-Q,Dissolved Holmium,0.0005,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,8,iCap-Q,Dissolved Holmium,0.0008,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,9,iCap-Q,Dissolved Holmium,0.001,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,10,iCap-Q,Dissolved Holmium,0.0015,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,11,iCap-Q,Dissolved Holmium,0.0024,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,12,iCap-Q,Dissolved Holmium,0.006,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,13,iCap-Q,Dissolved Holmium,0.0113,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,14,iCap-Q,Dissolved Holmium,0.0147,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,15,iCap-Q,Dissolved Holmium,0.0164,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,16,iCap-Q,Dissolved Holmium,0.0173,microgramsPerLiter,,,0.0003
Arco,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Holmium,0.0003,microgramsPerLiter,,BQL,0.0003
Arco,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Holmium,0.0019,microgramsPerLiter,,,0.0003
Budd,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Holmium,0.002,microgramsPerLiter,,,0.0003
Budd,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Holmium,0.0039,microgramsPerLiter,,,0.0003
Deming,6/19/19,Elizabeth Swanner,1,iCap-Q,Dissolved Erbium,0.001,microgramsPerLiter,,BQL,0.001
Deming,6/19/19,Elizabeth Swanner,2,iCap-Q,Dissolved Erbium,0.001,microgramsPerLiter,,BQL,0.001
Deming,6/19/19,Elizabeth Swanner,3,iCap-Q,Dissolved Erbium,0.001,microgramsPerLiter,,BQL,0.001
Deming,6/19/19,Elizabeth Swanner,4,iCap-Q,Dissolved Erbium,0.001,microgramsPerLiter,,BQL,0.001
Deming,6/19/19,Elizabeth Swanner,5,iCap-Q,Dissolved Erbium,0.001,microgramsPerLiter,,BQL,0.001
Deming,6/19/19,Elizabeth Swanner,6,iCap-Q,Dissolved Erbium,0.001,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,7,iCap-Q,Dissolved Erbium,0.002,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,8,iCap-Q,Dissolved Erbium,0.002,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,9,iCap-Q,Dissolved Erbium,0.003,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,10,iCap-Q,Dissolved Erbium,0.005,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,11,iCap-Q,Dissolved Erbium,0.009,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,12,iCap-Q,Dissolved Erbium,0.019,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,13,iCap-Q,Dissolved Erbium,0.035,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,14,iCap-Q,Dissolved Erbium,0.047,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,15,iCap-Q,Dissolved Erbium,0.052,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,16,iCap-Q,Dissolved Erbium,0.053,microgramsPerLiter,,,0.001
Arco,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Erbium,0.001,microgramsPerLiter,,BQL,0.001
Arco,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Erbium,0.006,microgramsPerLiter,,,0.001
Budd,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Erbium,0.006,microgramsPerLiter,,,0.001
Budd,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Erbium,0.012,microgramsPerLiter,,,0.001
Deming,6/19/19,Elizabeth Swanner,1,iCap-Q,Dissolved Thulium,0.0002,microgramsPerLiter,,BQL,0.0002
Deming,6/19/19,Elizabeth Swanner,2,iCap-Q,Dissolved Thulium,0.0002,microgramsPerLiter,,BQL,0.0002
Deming,6/19/19,Elizabeth Swanner,3,iCap-Q,Dissolved Thulium,0.0002,microgramsPerLiter,,BQL,0.0002
Deming,6/19/19,Elizabeth Swanner,4,iCap-Q,Dissolved Thulium,0.0002,microgramsPerLiter,,BQL,0.0002
Deming,6/19/19,Elizabeth Swanner,5,iCap-Q,Dissolved Thulium,0.0002,microgramsPerLiter,,BQL,0.0002
Deming,6/19/19,Elizabeth Swanner,6,iCap-Q,Dissolved Thulium,0.0002,microgramsPerLiter,,BQL,0.0002
Deming,6/19/19,Elizabeth Swanner,7,iCap-Q,Dissolved Thulium,0.0002,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,8,iCap-Q,Dissolved Thulium,0.0004,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,9,iCap-Q,Dissolved Thulium,0.0005,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,10,iCap-Q,Dissolved Thulium,0.0006,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,11,iCap-Q,Dissolved Thulium,0.0013,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,12,iCap-Q,Dissolved Thulium,0.0029,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,13,iCap-Q,Dissolved Thulium,0.0053,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,14,iCap-Q,Dissolved Thulium,0.0068,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,15,iCap-Q,Dissolved Thulium,0.0075,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,16,iCap-Q,Dissolved Thulium,0.0078,microgramsPerLiter,,,0.0002
Arco,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Thulium,0.0002,microgramsPerLiter,,BQL,0.0002
Arco,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Thulium,0.0008,microgramsPerLiter,,,0.0002
Budd,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Thulium,0.0008,microgramsPerLiter,,,0.0002
Budd,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Thulium,0.0016,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,1,iCap-Q,Dissolved Ytterbium,0.0005,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,2,iCap-Q,Dissolved Ytterbium,0.0006,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,3,iCap-Q,Dissolved Ytterbium,0.0005,microgramsPerLiter,,BQL,0.0005
Deming,6/19/19,Elizabeth Swanner,4,iCap-Q,Dissolved Ytterbium,0.0008,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,5,iCap-Q,Dissolved Ytterbium,0.0008,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,6,iCap-Q,Dissolved Ytterbium,0.0013,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,7,iCap-Q,Dissolved Ytterbium,0.0016,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,8,iCap-Q,Dissolved Ytterbium,0.0021,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,9,iCap-Q,Dissolved Ytterbium,0.0034,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,10,iCap-Q,Dissolved Ytterbium,0.0048,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,11,iCap-Q,Dissolved Ytterbium,0.0088,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,12,iCap-Q,Dissolved Ytterbium,0.0202,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,13,iCap-Q,Dissolved Ytterbium,0.0373,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,14,iCap-Q,Dissolved Ytterbium,0.0451,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,15,iCap-Q,Dissolved Ytterbium,0.0492,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,16,iCap-Q,Dissolved Ytterbium,0.0509,microgramsPerLiter,,,0.0005
Arco,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Ytterbium,0.0005,microgramsPerLiter,,BQL,0.0005
Arco,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Ytterbium,0.0046,microgramsPerLiter,,,0.0005
Budd,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Ytterbium,0.0058,microgramsPerLiter,,,0.0005
Budd,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Ytterbium,0.011,microgramsPerLiter,,,0.0005
Deming,6/19/19,Elizabeth Swanner,1,iCap-Q,Dissolved Lutetium,0.0001,microgramsPerLiter,,BQL,0.0002
Deming,6/19/19,Elizabeth Swanner,2,iCap-Q,Dissolved Lutetium,0.0001,microgramsPerLiter,,BQL,0.0002
Deming,6/19/19,Elizabeth Swanner,3,iCap-Q,Dissolved Lutetium,0.0001,microgramsPerLiter,,BQL,0.0002
Deming,6/19/19,Elizabeth Swanner,4,iCap-Q,Dissolved Lutetium,0.0001,microgramsPerLiter,,BQL,0.0002
Deming,6/19/19,Elizabeth Swanner,5,iCap-Q,Dissolved Lutetium,0.0001,microgramsPerLiter,,BQL,0.0002
Deming,6/19/19,Elizabeth Swanner,6,iCap-Q,Dissolved Lutetium,0.0002,microgramsPerLiter,,BQL,0.0002
Deming,6/19/19,Elizabeth Swanner,7,iCap-Q,Dissolved Lutetium,0.0003,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,8,iCap-Q,Dissolved Lutetium,0.0003,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,9,iCap-Q,Dissolved Lutetium,0.0005,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,10,iCap-Q,Dissolved Lutetium,0.0008,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,11,iCap-Q,Dissolved Lutetium,0.0014,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,12,iCap-Q,Dissolved Lutetium,0.003,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,13,iCap-Q,Dissolved Lutetium,0.0054,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,14,iCap-Q,Dissolved Lutetium,0.0067,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,15,iCap-Q,Dissolved Lutetium,0.0075,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,16,iCap-Q,Dissolved Lutetium,0.0075,microgramsPerLiter,,,0.0002
Arco,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Lutetium,0.0002,microgramsPerLiter,,BQL,0.0002
Arco,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Lutetium,0.0007,microgramsPerLiter,,,0.0002
Budd,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Lutetium,0.0009,microgramsPerLiter,,,0.0002
Budd,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Lutetium,0.0015,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,1,iCap-Q,Dissolved Hafnium,0.0262,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,2,iCap-Q,Dissolved Hafnium,0.0148,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,3,iCap-Q,Dissolved Hafnium,0.0101,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,4,iCap-Q,Dissolved Hafnium,0.0084,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,5,iCap-Q,Dissolved Hafnium,0.0067,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,6,iCap-Q,Dissolved Hafnium,0.0275,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,7,iCap-Q,Dissolved Hafnium,0.0141,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,8,iCap-Q,Dissolved Hafnium,0.0101,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,9,iCap-Q,Dissolved Hafnium,0.0084,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,10,iCap-Q,Dissolved Hafnium,0.0083,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,11,iCap-Q,Dissolved Hafnium,0.0295,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,12,iCap-Q,Dissolved Hafnium,0.0246,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,13,iCap-Q,Dissolved Hafnium,0.0242,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,14,iCap-Q,Dissolved Hafnium,0.0233,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,15,iCap-Q,Dissolved Hafnium,0.022,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,16,iCap-Q,Dissolved Hafnium,0.0465,microgramsPerLiter,,,0.0006
Arco,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Hafnium,0.0113,microgramsPerLiter,,,0.0006
Arco,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Hafnium,0.011,microgramsPerLiter,,,0.0006
Budd,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Hafnium,0.0131,microgramsPerLiter,,,0.0006
Budd,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Hafnium,0.0093,microgramsPerLiter,,,0.0006
Deming,6/19/19,Elizabeth Swanner,1,iCap-Q,Dissolved Tungsten,0.018,microgramsPerLiter,,,0.008
Deming,6/19/19,Elizabeth Swanner,2,iCap-Q,Dissolved Tungsten,0.013,microgramsPerLiter,,,0.008
Deming,6/19/19,Elizabeth Swanner,3,iCap-Q,Dissolved Tungsten,0.01,microgramsPerLiter,,,0.008
Deming,6/19/19,Elizabeth Swanner,4,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Deming,6/19/19,Elizabeth Swanner,5,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Deming,6/19/19,Elizabeth Swanner,6,iCap-Q,Dissolved Tungsten,0.009,microgramsPerLiter,,,0.008
Deming,6/19/19,Elizabeth Swanner,7,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Deming,6/19/19,Elizabeth Swanner,8,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Deming,6/19/19,Elizabeth Swanner,9,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Deming,6/19/19,Elizabeth Swanner,10,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Deming,6/19/19,Elizabeth Swanner,11,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Deming,6/19/19,Elizabeth Swanner,12,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Deming,6/19/19,Elizabeth Swanner,13,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Deming,6/19/19,Elizabeth Swanner,14,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Deming,6/19/19,Elizabeth Swanner,15,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Deming,6/19/19,Elizabeth Swanner,16,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Arco,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Arco,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Budd,6/20/19,Elizabeth Swanner,1,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Budd,6/20/19,Elizabeth Swanner,10,iCap-Q,Dissolved Tungsten,0.008,microgramsPerLiter,,BQL,0.008
Deming,6/19/19,Elizabeth Swanner,1,iCap-Q,Dissolved Rhenium,0.0006,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,2,iCap-Q,Dissolved Rhenium,0.0005,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,3,iCap-Q,Dissolved Rhenium,0.0005,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,4,iCap-Q,Dissolved Rhenium,0.0004,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,5,iCap-Q,Dissolved Rhenium,0.0003,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,6,iCap-Q,Dissolved Rhenium,0.0004,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,7,iCap-Q,Dissolved Rhenium,0.0004,microgramsPerLiter,,,0.0002
Deming,6/19/19,Elizabeth Swanner,8,iCap-Q,Dissolved Rhenium,0.0004,microgramsPerLiter,,,0.0002
