Lake,Date,Collector,Depth,Device,Measurement,Value,Units,Comment,Flag,QC
Arco,10/5/21,Elizabeth Swanner,5.029,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Arco,10/5/21,Elizabeth Swanner,5.527,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Arco,10/5/21,Elizabeth Swanner,6.013,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Arco,10/5/21,Elizabeth Swanner,6.506,YSI ProDSS,Phycocyanin,0.54,microgramsPerLiter,,,0.01
Arco,10/5/21,Elizabeth Swanner,7.019,YSI ProDSS,Phycocyanin,1.43,microgramsPerLiter,,,0.01
Arco,10/5/21,Elizabeth Swanner,7.506,YSI ProDSS,Phycocyanin,3.77,microgramsPerLiter,,,0.01
Arco,10/5/21,Elizabeth Swanner,8.01,YSI ProDSS,Phycocyanin,2.14,microgramsPerLiter,,,0.01
Arco,10/5/21,Elizabeth Swanner,8.504,YSI ProDSS,Phycocyanin,1.48,microgramsPerLiter,,,0.01
Arco,10/5/21,Elizabeth Swanner,8.993,YSI ProDSS,Phycocyanin,0.04,microgramsPerLiter,,,0.01
Arco,10/5/21,Elizabeth Swanner,9.485,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Arco,10/5/21,Elizabeth Swanner,9.786,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Arco,10/5/21,Elizabeth Swanner,9.007,YSI ProDSS,Phycocyanin,0.13,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,0.384,YSI ProDSS,Chlorophyll,0.27,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,0.51,YSI ProDSS,Chlorophyll,0.38,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,1.016,YSI ProDSS,Chlorophyll,0.3,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,1.491,YSI ProDSS,Chlorophyll,0.42,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,1.968,YSI ProDSS,Chlorophyll,0.24,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,2.498,YSI ProDSS,Chlorophyll,0.46,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,3.038,YSI ProDSS,Chlorophyll,0.49,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,3.499,YSI ProDSS,Chlorophyll,0.51,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,3.503,YSI ProDSS,Chlorophyll,0.44,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,4.007,YSI ProDSS,Chlorophyll,0.45,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,4.507,YSI ProDSS,Chlorophyll,0.57,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,5.037,YSI ProDSS,Chlorophyll,0.57,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,5.038,YSI ProDSS,Chlorophyll,0.46,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,5.487,YSI ProDSS,Chlorophyll,0.5,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,5.503,YSI ProDSS,Chlorophyll,0.55,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,6.017,YSI ProDSS,Chlorophyll,0.65,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,6.014,YSI ProDSS,Chlorophyll,0.56,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,6.506,YSI ProDSS,Chlorophyll,1.04,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,6.998,YSI ProDSS,Chlorophyll,1.05,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,7.003,YSI ProDSS,Chlorophyll,1.22,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,7.5,YSI ProDSS,Chlorophyll,1.99,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,7.501,YSI ProDSS,Chlorophyll,1.91,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,7.987,YSI ProDSS,Chlorophyll,16.64,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,8.517,YSI ProDSS,Chlorophyll,10.74,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,8.506,YSI ProDSS,Chlorophyll,13.46,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,9.014,YSI ProDSS,Chlorophyll,11.12,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,9.512,YSI ProDSS,Chlorophyll,5.55,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,9.512,YSI ProDSS,Chlorophyll,5.33,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,9.979,YSI ProDSS,Chlorophyll,4.69,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,9.992,YSI ProDSS,Chlorophyll,4.84,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,10.516,YSI ProDSS,Chlorophyll,3.82,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,10.509,YSI ProDSS,Chlorophyll,3.86,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,11.02,YSI ProDSS,Chlorophyll,4.84,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,11.042,YSI ProDSS,Chlorophyll,5.73,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,0.384,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,0.51,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,1.016,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,1.491,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,1.968,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,2.498,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,3.038,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,3.499,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,3.503,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,4.007,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,4.507,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,5.037,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,5.038,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,5.487,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,5.503,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,6.017,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,6.014,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,6.506,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,6.998,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,7.003,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,7.5,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,7.501,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Josephine,10/5/21,Elizabeth Swanner,7.987,YSI ProDSS,Phycocyanin,0.96,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,8.517,YSI ProDSS,Phycocyanin,0.89,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,8.506,YSI ProDSS,Phycocyanin,1.08,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,9.014,YSI ProDSS,Phycocyanin,0.77,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,9.512,YSI ProDSS,Phycocyanin,0.67,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,9.512,YSI ProDSS,Phycocyanin,0.65,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,9.979,YSI ProDSS,Phycocyanin,0.63,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,9.992,YSI ProDSS,Phycocyanin,0.62,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,10.516,YSI ProDSS,Phycocyanin,0.49,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,10.509,YSI ProDSS,Phycocyanin,0.49,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,11.02,YSI ProDSS,Phycocyanin,0.72,microgramsPerLiter,,,0.01
Josephine,10/5/21,Elizabeth Swanner,11.042,YSI ProDSS,Phycocyanin,0.77,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,0.201,YSI ProDSS,Chlorophyll,3.04,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,0.47,YSI ProDSS,Chlorophyll,4.54,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,0.487,YSI ProDSS,Chlorophyll,4.58,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,1.027,YSI ProDSS,Chlorophyll,5.87,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,1.498,YSI ProDSS,Chlorophyll,6.41,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,1.525,YSI ProDSS,Chlorophyll,6.42,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,1.994,YSI ProDSS,Chlorophyll,6.24,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,1.993,YSI ProDSS,Chlorophyll,6.46,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,2.487,YSI ProDSS,Chlorophyll,8.87,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,2.492,YSI ProDSS,Chlorophyll,10.16,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,2.974,YSI ProDSS,Chlorophyll,7.75,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,2.98,YSI ProDSS,Chlorophyll,5.51,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,3.482,YSI ProDSS,Chlorophyll,3.87,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,4.002,YSI ProDSS,Chlorophyll,5.88,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,3.992,YSI ProDSS,Chlorophyll,5.9,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,4.474,YSI ProDSS,Chlorophyll,4.65,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,4.496,YSI ProDSS,Chlorophyll,4.69,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,4.961,YSI ProDSS,Chlorophyll,6.4,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,4.959,YSI ProDSS,Chlorophyll,6.43,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,5.491,YSI ProDSS,Chlorophyll,6.15,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,5.491,YSI ProDSS,Chlorophyll,6.02,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.005,YSI ProDSS,Chlorophyll,5.2,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.006,YSI ProDSS,Chlorophyll,5.24,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.504,YSI ProDSS,Chlorophyll,4.81,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.502,YSI ProDSS,Chlorophyll,4.93,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.005,YSI ProDSS,Chlorophyll,4.52,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.006,YSI ProDSS,Chlorophyll,4.58,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.499,YSI ProDSS,Chlorophyll,4.2,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.502,YSI ProDSS,Chlorophyll,4.16,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.007,YSI ProDSS,Chlorophyll,3.99,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.014,YSI ProDSS,Chlorophyll,4.2,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.495,YSI ProDSS,Chlorophyll,4.32,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.499,YSI ProDSS,Chlorophyll,4.3,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.993,YSI ProDSS,Chlorophyll,4.35,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.999,YSI ProDSS,Chlorophyll,4.39,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.493,YSI ProDSS,Chlorophyll,4.35,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.493,YSI ProDSS,Chlorophyll,4.08,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.341,YSI ProDSS,Chlorophyll,4.74,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.335,YSI ProDSS,Chlorophyll,4.52,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.277,YSI ProDSS,Chlorophyll,4.47,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.221,YSI ProDSS,Chlorophyll,4.27,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.15,YSI ProDSS,Chlorophyll,4.42,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.054,YSI ProDSS,Chlorophyll,4.17,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.944,YSI ProDSS,Chlorophyll,4.23,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.825,YSI ProDSS,Chlorophyll,4.3,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.657,YSI ProDSS,Chlorophyll,4.21,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.574,YSI ProDSS,Chlorophyll,4.26,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.465,YSI ProDSS,Chlorophyll,4.2,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.328,YSI ProDSS,Chlorophyll,4.18,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.211,YSI ProDSS,Chlorophyll,4.19,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.153,YSI ProDSS,Chlorophyll,4.35,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.931,YSI ProDSS,Chlorophyll,4.11,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.863,YSI ProDSS,Chlorophyll,4.27,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.824,YSI ProDSS,Chlorophyll,4.22,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.757,YSI ProDSS,Chlorophyll,4.14,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.651,YSI ProDSS,Chlorophyll,4.12,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.509,YSI ProDSS,Chlorophyll,4.25,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.34,YSI ProDSS,Chlorophyll,4.25,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.187,YSI ProDSS,Chlorophyll,4.41,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.031,YSI ProDSS,Chlorophyll,4.39,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.939,YSI ProDSS,Chlorophyll,4.43,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.861,YSI ProDSS,Chlorophyll,4.43,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.682,YSI ProDSS,Chlorophyll,4.65,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.533,YSI ProDSS,Chlorophyll,4.74,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.44,YSI ProDSS,Chlorophyll,4.9,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.392,YSI ProDSS,Chlorophyll,5.09,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.334,YSI ProDSS,Chlorophyll,4.95,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.31,YSI ProDSS,Chlorophyll,5,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.261,YSI ProDSS,Chlorophyll,5.41,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.176,YSI ProDSS,Chlorophyll,5.08,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.081,YSI ProDSS,Chlorophyll,5.31,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,5.957,YSI ProDSS,Chlorophyll,5.66,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.292,YSI ProDSS,Chlorophyll,5.31,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,0.201,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,0.47,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,0.487,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,1.027,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,1.498,YSI ProDSS,Phycocyanin,0.14,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,1.525,YSI ProDSS,Phycocyanin,0.14,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,1.994,YSI ProDSS,Phycocyanin,0.22,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,1.993,YSI ProDSS,Phycocyanin,0.21,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,2.487,YSI ProDSS,Phycocyanin,1.62,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,2.492,YSI ProDSS,Phycocyanin,1.72,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,2.974,YSI ProDSS,Phycocyanin,1.52,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,2.98,YSI ProDSS,Phycocyanin,1.46,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,3.482,YSI ProDSS,Phycocyanin,0.36,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,4.002,YSI ProDSS,Phycocyanin,0.17,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,3.992,YSI ProDSS,Phycocyanin,0.2,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,4.474,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,4.496,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,4.961,YSI ProDSS,Phycocyanin,0.63,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,4.959,YSI ProDSS,Phycocyanin,0.65,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,5.491,YSI ProDSS,Phycocyanin,2.02,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,5.491,YSI ProDSS,Phycocyanin,1.95,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.005,YSI ProDSS,Phycocyanin,0.89,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.006,YSI ProDSS,Phycocyanin,0.87,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.504,YSI ProDSS,Phycocyanin,0.44,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.502,YSI ProDSS,Phycocyanin,0.5,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.005,YSI ProDSS,Phycocyanin,0.2,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.006,YSI ProDSS,Phycocyanin,0.22,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.499,YSI ProDSS,Phycocyanin,0.08,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.502,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.007,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,8.014,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,8.495,YSI ProDSS,Phycocyanin,0.02,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.499,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,8.993,YSI ProDSS,Phycocyanin,0.03,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.999,YSI ProDSS,Phycocyanin,0.08,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.493,YSI ProDSS,Phycocyanin,0.02,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.493,YSI ProDSS,Phycocyanin,0.04,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.341,YSI ProDSS,Phycocyanin,0.13,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.335,YSI ProDSS,Phycocyanin,0.12,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.277,YSI ProDSS,Phycocyanin,0.15,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.221,YSI ProDSS,Phycocyanin,0.17,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.15,YSI ProDSS,Phycocyanin,0.09,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,9.054,YSI ProDSS,Phycocyanin,0.07,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.944,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,8.825,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,8.657,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,8.574,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,8.465,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,8.328,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,8.211,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,8.153,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,7.931,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,7.863,YSI ProDSS,Phycocyanin,0.02,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.824,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,7.757,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,7.651,YSI ProDSS,Phycocyanin,0.01,microgramsPerLiter,,BDL,0.01
Budd,10/6/21,Elizabeth Swanner,7.509,YSI ProDSS,Phycocyanin,0.07,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.34,YSI ProDSS,Phycocyanin,0.1,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.187,YSI ProDSS,Phycocyanin,0.18,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,7.031,YSI ProDSS,Phycocyanin,0.06,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.939,YSI ProDSS,Phycocyanin,0.12,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.861,YSI ProDSS,Phycocyanin,0.16,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.682,YSI ProDSS,Phycocyanin,0.41,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.533,YSI ProDSS,Phycocyanin,0.58,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.44,YSI ProDSS,Phycocyanin,0.64,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.392,YSI ProDSS,Phycocyanin,0.65,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.334,YSI ProDSS,Phycocyanin,0.71,microgramsPerLiter,,,0.01
Budd,10/6/21,Elizabeth Swanner,6.31,YSI ProDSS,Phycocyanin,0.8,microgramsPerLiter,,,0.01
